	HMDB (*Representative ID)	Metabolite	Method	Pooled QC sample CV	RT	m/z
HILn_QI15630			HILIC-neg	0.7822116	5.04	301.0532
HILn_QI4279			HILIC-neg	0.33106062	5.04	325.0935
HILn_QI28066			HILIC-neg		5.04	661.3316
HILn_QI29229			HILIC-neg	0.760375803	5.05	156.0669
HILn_QI26973			HILIC-neg	0.669674085	5.05	181.0443
HILn_QI2895			HILIC-neg	0.707894519	5.05	181.7062
HILn_QI26295			HILIC-neg	4.874473191	5.05	193.0515
HILn_QI15225			HILIC-neg	0.074513727	5.05	216.1243
HILn_QI31691			HILIC-neg	0.946715454	5.05	271.0686
HILn_QI8892			HILIC-neg	0.551731958	5.05	317.0398
HILn_QI17288			HILIC-neg	0.633354043	5.05	354.9957
HILn_QI8915			HILIC-neg	0.482084261	5.05	142.9922
HILn_QI30060			HILIC-neg		5.05	167.0155
HILn_QI8897			HILIC-neg	0.499311942	5.05	263.0232
HILn_QI13762			HILIC-neg	0.173030685	5.05	301.0656
HILn_QI11316			HILIC-neg	0.647245747	5.05	339.0217
HILn_QI3997			HILIC-neg	0.216146652	5.06	119.9389
HILn_QI13194			HILIC-neg	0.828620847	5.06	132.0263
HILn_QI16780			HILIC-neg	0.206989241	5.06	210.008
HILn_QI33158			HILIC-neg	0.707852209	5.06	218.046
HILn_QI5144			HILIC-neg	0.734499326	5.06	314.0345
HILn_QI16740			HILIC-neg	0.184439741	5.06	88.0404
HILn_QI1655			HILIC-neg	0.467654624	5.06	109.4373
HILn_QI20590			HILIC-neg	0.19790797	5.06	115.0037
HILn_QI8268			HILIC-neg	2.29867666	5.06	177.0194
HILn_QI17746			HILIC-neg	0.533634026	5.06	283.094
HILn_QI17281			HILIC-neg	0.586892814	5.06	318.5937
HILn_QI4608			HILIC-neg	0.201175612	5.06	344.1144
HILn_QI33207			HILIC-neg	1.748744161	5.06	365.0789
HILn_QI19314			HILIC-neg	0.193117041	5.07	71.0138
HILn_QI19525			HILIC-neg	0.971189881	5.07	202.1088
HILn_QI13491			HILIC-neg	0.308000221	5.07	266.1034
HILn_QI23016			HILIC-neg	1.095631354	5.07	273.1206
HILn_QI20522			HILIC-neg	0.635319321	5.07	392.9516
HILn_QI13449			HILIC-neg	4.378088899	5.07	88.0382
HILn_QI17593			HILIC-neg	0	5.07	167.9928
HILn_QI19511			HILIC-neg	1.217573272	5.07	183.0607
HILn_QI4605			HILIC-neg	0.646672769	5.07	231.099
HILn_QI29897			HILIC-neg	0.482251576	5.07	265.1194
HILn_QI20088			HILIC-neg	0.190827653	5.07	133.0337
HILn_QI13216			HILIC-neg	0.116021374	5.07	163.0403
HILn_QI5403			HILIC-neg	1.701243476	5.07	203.0259
HILn_QI10957			HILIC-neg	0.351555047	5.07	214.0335
HILn_QI3987			HILIC-neg	0.515146196	5.07	276.0516
HILn_QI7500			HILIC-neg	0.152580227	5.07	287.0497
HILn_QI32062			HILIC-neg	0.101034128	5.07	370.094
HILn_QI16147			HILIC-neg	3.353596844	5.08	138.0673
HILn_QI10504			HILIC-neg	0.192896333	5.08	154.0123
HILn_QI25426			HILIC-neg	0.274130267	5.08	214.021
HILn_QI19721			HILIC-neg	0.675257129	5.08	299.1653
HILn_QI32063			HILIC-neg	1.321601586	5.08	303.0239
HILn_QI19368			HILIC-neg	0.200384025	5.08	114.0197
HILn_QI6668			HILIC-neg	0.73362641	5.08	131.8612
HILn_QI12055			HILIC-neg	0.850666455	5.08	132.1985
HILn_QI14262			HILIC-neg	0.441794002	5.08	294.0729
HILn_QI17448			HILIC-neg	1.061649008	5.08	352.125
HILn_QI1935			HILIC-neg	0.154749083	5.08	367.1041
HILn_QI25600			HILIC-neg	1.140055109	5.09	265.0353
HILn_QI25697			HILIC-neg	0.906786561	5.09	340.98
HILn_QI6243			HILIC-neg	0.134322535	5.09	377.1248
HILn_QI18464			HILIC-neg	3.778672479	5.09	255.0663
HILn_QI14105			HILIC-neg	4.163786878	5.09	260.1327
HILn_QI27564			HILIC-neg	0.468042283	5.09	267.9632
HILn_QI14534			HILIC-neg	0	5.09	333.1209
HILn_QI11902			HILIC-neg	0.283611042	5.1	222.0774
HILn_QI23890			HILIC-neg	2.152421334	5.1	275.0564
HILn_QI8707			HILIC-neg	0.749904619	5.1	299.1367
HILn_QI1429			HILIC-neg	0.149797241	5.1	355.1041
HILn_QI15858			HILIC-neg	0.213422488	5.1	405.1198
HILn_QI12482			HILIC-neg	0.338235294	5.1	420.1632
HILn_QI6995			HILIC-neg	0.134570586	5.1	482.2876
HILn_QI30482			HILIC-neg		5.1	711.2186
HILn_QI3154			HILIC-neg	1.022583284	5.1	230.1035
HILn_QI26362			HILIC-neg	0.322848188	5.1	251.9893
HILn_QI1870			HILIC-neg	0.795417529	5.1	339.0728
HILn_QI31026			HILIC-neg	0.274613399	5.1	169.9863
HILn_QI7292			HILIC-neg	0.452456678	5.1	202.0276
HILn_QI1710			HILIC-neg	0.284834876	5.1	203.104
HILn_QI13558			HILIC-neg	0.906219392	5.1	233.0127
HILn_QI5167			HILIC-neg	1.664491173	5.1	244.1192
HILn_QI10802			HILIC-neg	0.129863336	5.1	273.0771
HILn_QI1360			HILIC-neg	0.726443387	5.1	278.1245
HILn_QI17675			HILIC-neg	0.313549472	5.1	280.0936
HILn_QI962			HILIC-neg	0.20297991	5.1	355.0499
HILn_QI792			HILIC-neg	0.257550113	5.1	638.1967
HILn_QI318			HILIC-neg	0.34052633	5.11	100.5244
HILn_QI26382			HILIC-neg	0	5.11	108.0204
HILn_QI13320			HILIC-neg	0.653618396	5.11	192.9815
HILn_QI9121			HILIC-neg	0.236337307	5.11	371.0989
HILn_QI3700			HILIC-neg	0.524510977	5.11	216.0878
HILn_QI19570			HILIC-neg	0.540737866	5.11	296.1144
HILn_QI33155			HILIC-neg	0.712230608	5.11	321.131
HILn_QI17354			HILIC-neg	0.238914243	5.12	176.0355
HILn_QI5715			HILIC-neg	0.251015277	5.12	259.1299
HILn_QI7756			HILIC-neg	0.482885703	5.12	325.1771
HILn_QI14407			HILIC-neg	0	5.12	355.1879
HILn_QI33350			HILIC-neg	0.711249653	5.12	95.0503
HILn_QI5851			HILIC-neg	0.165527862	5.12	299.0775
HILn_QI4369			HILIC-neg	0.423757252	5.12	328.0714
HILn_QI14355			HILIC-neg	0.131205329	5.13	96.9762
HILn_QI2995			HILIC-neg	0.111190213	5.13	181.0508
HILn_QI21162			HILIC-neg	1.431525153	5.13	187.9759
HILn_QI7216			HILIC-neg	0.563677818	5.13	264.109
HILn_QI4383			HILIC-neg	0.588300681	5.13	393.1224
HILn_QI5763			HILIC-neg	0.933891668	5.13	464.2003
HILn_QI915			HILIC-neg	1.287635689	5.13	109.0659
HILn_QI5759			HILIC-neg	0.597335422	5.13	143.0173
HILn_QI30353			HILIC-neg	1.018209264	5.13	176.9494
HILn_QI12897			HILIC-neg	1.368629124	5.13	203.0322
HILn_QI18776			HILIC-neg	1.904910608	5.13	207.0662
HILn_QI29388			HILIC-neg	0.374261335	5.13	387.2256
HILn_QI24172			HILIC-neg	0.188522092	5.14	98.9719
HILn_QI33211			HILIC-neg	0.351871626	5.14	178.9452
HILn_QI5467			HILIC-neg	0.080726737	5.14	197.0458
HILn_QI6352			HILIC-neg	0.499868157	5.14	385.0908
HILn_QI4531			HILIC-neg	0.23342104	5.14	413.0921
HILn_QI5175			HILIC-neg	0.216507128	5.14	109.0295
HILn_QI11411			HILIC-neg	0.219594678	5.14	111.0452
HILn_QI8609			HILIC-neg	0.202058674	5.14	234.0985
HILn_QI33058			HILIC-neg	0.54214696	5.14	273.1456
HILn_QI25678			HILIC-neg	0.482969704	5.14	350.0558
HILn_QI5005			HILIC-neg	0.136051123	5.14	357.0832
HILn_QI15793			HILIC-neg	0.259090867	5.14	363.109
HILn_QI22394			HILIC-neg	1.708165984	5.14	365.1144
HILn_QI30680			HILIC-neg	0	5.14	401.065
HILn_QI30687			HILIC-neg	1.678662784	5.14	183.0578
HILn_QI5658			HILIC-neg	0.574612138	5.14	221.0126
HILn_QI25674			HILIC-neg	0.649302009	5.14	365.9409
HILn_QI16986			HILIC-neg	0	5.14	617.3059
HILn_QI10263			HILIC-neg	1.201053738	5.15	260.1255
HILn_QI2606			HILIC-neg	2.987900853	5.15	293.0339
HILn_QI3566			HILIC-neg	0.226470131	5.15	155.0715
HILn_QI1805			HILIC-neg	0.938219982	5.15	185.0821
HILn_QI23389			HILIC-neg	0.526831828	5.15	194.0568
HILn_QI7128			HILIC-neg	2.855377201	5.15	203.0302
HILn_QI14729			HILIC-neg		5.15	250.0312
HILn_QI5773			HILIC-neg	1.801991579	5.15	332.1208
HILn_QI2097			HILIC-neg	4.101177129	5.15	427.0712
HILn_QI12455			HILIC-neg		5.16	305.0224
HILn_QI13886			HILIC-neg	1.76336511	5.16	205.0179
HILn_QI6665			HILIC-neg	0.252200936	5.16	212.0572
HILn_QI11018			HILIC-neg	0.726135862	5.16	330.099
HILn_QI13898			HILIC-neg	1.919569231	5.16	345.1785
HILn_QI5636			HILIC-neg		5.17	252.0573
HILn_QI22034			HILIC-neg		5.17	360.0943
HILn_QI5136			HILIC-neg	0.528413015	5.17	453.1412
HILn_QI17020			HILIC-neg	1.218802448	5.17	146.0955
HILn_QI32930			HILIC-neg	0.822059152	5.17	152.0299
HILn_QI28259			HILIC-neg	0.488775297	5.17	244.1667
HILn_QI7207			HILIC-neg	0.340174531	5.17	255.0511
HILn_QI8093			HILIC-neg	1.671624905	5.17	400.1222
HILn_QI4853			HILIC-neg	0.175240215	5.18	299.0565
HILn_QI986			HILIC-neg	0.177758081	5.18	367.1304
HILn_QI208			HILIC-neg	1.021563958	5.18	399.6204
HILn_QI1422			HILIC-neg	0.218570366	5.18	567.1737
HILn_QI8398			HILIC-neg	0.242275369	5.18	162.041
HILn_QI20601			HILIC-neg	0.571861662	5.18	214.0211
HILn_QI5580			HILIC-neg	1.021049437	5.18	316.1519
HILn_QI25061			HILIC-neg	0.194850106	5.18	373.21
HILn_QI477			HILIC-neg	0.629791561	5.18	429.0502
HILn_QI27346			HILIC-neg		5.18	226.061
HILn_QI11816			HILIC-neg	0.249476278	5.18	239.1038
HILn_QI22706			HILIC-neg	1.802293664	5.18	247.0459
HILn_QI14126			HILIC-neg	0.201934992	5.18	359.1143
HILn_QI26371			HILIC-neg	0.651447503	5.18	415.104
HILn_QI2337			HILIC-neg	0.183419052	5.18	503.1561
HILn_QI32857			HILIC-neg	3.595904301	5.19	194.0534
HILn_QI14286			HILIC-neg	0.465748365	5.19	248.0235
HILn_QI28264			HILIC-neg	1.331487438	5.19	154.0421
HILn_QI27415			HILIC-neg	2.311541737	5.19	214.0795
HILn_QI4561			HILIC-neg	0.397700034	5.19	224.0931
HILn_QI20800			HILIC-neg	0.174745543	5.19	254.0673
HILn_QI17734			HILIC-neg	0.231413297	5.19	345.1096
HILn_QI11087			HILIC-neg	0.492211533	5.2	153.0559
HILn_QI9846			HILIC-neg	0.43707835	5.2	173.0821
HILn_QI10565			HILIC-neg	0.270174692	5.2	218.1036
HILn_QI10153			HILIC-neg	0.885791169	5.2	302.1046
HILn_QI7652			HILIC-neg	0.458290895	5.2	419.1354
HILn_QI958			HILIC-neg	0.371700457	5.2	425.0555
HILn_QI494			HILIC-neg	0.620816776	5.2	480.6467
HILn_QI11867			HILIC-neg	0	5.2	299.1615
HILn_QI2547			HILIC-neg	0.417263445	5.2	404.0994
HILn_QI6838			HILIC-neg	0.112835523	5.21	223.1091
HILn_QI7010			HILIC-neg	1.052564418	5.21	229.0038
HILn_QI15004			HILIC-neg	0.21946921	5.21	277.1043
HILn_QI11417			HILIC-neg	0.313047178	5.21	501.2104
HILn_QI16636			HILIC-neg	0.216576955	5.21	99.0064
HILn_QI31879			HILIC-neg	0.984515011	5.21	194.0571
HILn_QI13627			HILIC-neg	1.767575864	5.21	286.1024
HILn_QI8385			HILIC-neg	0.308752411	5.21	303.0879
HILn_QI3021			HILIC-neg	0.43485317	5.21	458.2767
HILn_QI21298			HILIC-neg	0.541039816	5.21	381.1674
HILn_QI6012			HILIC-neg	0.261523595	5.21	451.1252
HILn_QI1108			HILIC-neg	0.182171626	5.21	458.1942
HILn_QI26197			HILIC-neg	0.408159262	5.22	214.0817
HILn_QI6124			HILIC-neg	0.271175659	5.22	245.1144
HILn_QI498			HILIC-neg	0.494906087	5.22	448.0098
HILn_QI15434			HILIC-neg	0.425238628	5.22	158.046
HILn_QI31193			HILIC-neg		5.22	168.0002
HILn_QI7332			HILIC-neg	1.183760708	5.22	442.1475
HILn_QI9525			HILIC-neg	0.723265429	5.23	182.0573
HILn_QI4011			HILIC-neg	1.094997223	5.23	220.0253
HILn_QI30544			HILIC-neg	0.400265614	5.23	256.9763
HILn_QI13926			HILIC-neg	0.885968795	5.23	266.0493
HILn_QI6270			HILIC-neg	0.181223152	5.23	277.0866
HILn_QI1022			HILIC-neg	0.492875923	5.23	573.278
HILn_QI2393			HILIC-neg	0.738722922	5.23	254.1039
HILn_QI6174			HILIC-neg	0.207023941	5.23	283.0399
HILn_QI15145			HILIC-neg	0.439177146	5.23	430.2316
HILn_QI23465			HILIC-neg	0.755077513	5.23	457.1658
HILn_QI17044			HILIC-neg	0.291270296	5.24	250.0933
HILn_QI4373			HILIC-neg	0.203564513	5.24	292.0498
HILn_QI8681			HILIC-neg	0.212740357	5.24	391.0973
HILn_QI1899			HILIC-neg	0.236186736	5.24	196.0254
HILn_QI16398			HILIC-neg	0.862060707	5.24	229.083
HILn_QI1752			HILIC-neg	0.110210624	5.24	383.0812
HILn_QI3415			HILIC-neg	0.951409033	5.24	459.7394
HILn_QI534			HILIC-neg	0.824957757	5.24	561.6743
HILn_QI20948			HILIC-neg	0.643299985	5.25	238.0183
HILn_QI6209			HILIC-neg	0.375756227	5.25	407.1355
HILn_QI10584			HILIC-neg	0.506287004	5.25	187.9956
HILn_QI22267			HILIC-neg	0.185070458	5.25	238.0723
HILn_QI32816			HILIC-neg	2.630326924	5.25	247.0475
HILn_QI5058			HILIC-neg	0.083114043	5.25	293.1146
HILn_QI13135			HILIC-neg	0.20475589	5.25	333.0986
HILn_QI13209			HILIC-neg	0.218588475	5.25	176.0566
HILn_QI4828			HILIC-neg	0.509400015	5.25	227.0353
HILn_QI9244			HILIC-neg	3.123113977	5.25	314.1436
HILn_QI10048			HILIC-neg	0.746311951	5.26	118.9809
HILn_QI23278			HILIC-neg	1.05800547	5.26	263.071
HILn_QI4822			HILIC-neg	0.989949494	5.26	177.0598
HILn_QI2737			HILIC-neg	1.199047241	5.26	202.0294
HILn_QI2018			HILIC-neg	0.219424594	5.26	224.0568
HILn_QI33114			HILIC-neg	0.180889297	5.26	267.0511
HILn_QI18208			HILIC-neg	0.238992875	5.26	268.1192
HILn_QI2390			HILIC-neg	0.313231208	5.26	480.2035
HILn_QI13568			HILIC-neg	0.978422441	5.27	168.0669
HILn_QI29052			HILIC-neg		5.27	268.1021
HILn_QI30357			HILIC-neg	1.16016031	5.27	246.0443
HILn_QI11958			HILIC-neg	3.566926322	5.27	270.0697
HILn_QI5945			HILIC-neg	0.643155615	5.28	273.0077
HILn_QI3174			HILIC-neg	0.089386021	5.28	316.0832
HILn_QI9645			HILIC-neg	2.096382062	5.28	318.0887
HILn_QI32072			HILIC-neg	0.926184008	5.28	492.2975
HILn_QI15180			HILIC-neg	0.151404247	5.28	190.0724
HILn_QI11308			HILIC-neg		5.28	345.1323
HILn_QI1816			HILIC-neg	0.310660264	5.28	464.2006
HILn_QI4176			HILIC-neg	0.898185628	5.28	183.0413
HILn_QI5972			HILIC-neg	1.282456673	5.28	192.0517
HILn_QI17397			HILIC-neg	0.45350559	5.28	392.2244
HILn_QI7782			HILIC-neg	1.82260349	5.28	398.0226
HILn_QI1696			HILIC-neg	0.186625521	5.28	411.0763
HILn_QI785			HILIC-neg	3.335752003	5.28	529.2504
HILn_QI1236			HILIC-neg	0.311794992	5.28	555.1375
HILn_QI8772			HILIC-neg	0.557556658	5.29	121.0409
HILn_QI2785			HILIC-neg	0.647596833	5.29	241.0356
HILn_QI28234			HILIC-neg	0.779943333	5.29	246.1099
HILn_QI2186			HILIC-neg	0.354039938	5.29	256.0287
HILn_QI10749			HILIC-neg	0.779919198	5.29	301.1079
HILn_QI17042			HILIC-neg	0.663485797	5.29	354.9435
HILn_QI20838			HILIC-neg	3.401986579	5.29	220.0619
HILn_QI7987			HILIC-neg	2.840832157	5.29	239.0679
HILn_QI7805			HILIC-neg	0.189647202	5.29	318.0658
HILn_QI11356			HILIC-neg	0.504922299	5.29	319.1668
HILn_QI5061			HILIC-neg	0.420885503	5.29	388.1522
HILn_QI12060			HILIC-neg	0.231811078	5.3	217.0831
HILn_QI10695			HILIC-neg	0.538296617	5.3	259.0727
HILn_QI2960			HILIC-neg	0.90677958	5.3	381.0658
HILn_QI31586			HILIC-neg	0.717267463	5.3	635.3607
HILn_QI18424			HILIC-neg		5.3	138.0324
HILn_QI9383			HILIC-neg	0.617384349	5.3	187.9956
HILn_QI1517			HILIC-neg	0.942511392	5.3	224.0026
HILn_QI22604			HILIC-neg	0.821161113	5.3	245.0239
HILn_QI28647			HILIC-neg	5.342323328	5.3	247.0414
HILn_QI33224			HILIC-neg	0.921698948	5.3	286.104
HILn_QI4285			HILIC-neg	0.394642449	5.3	384.2146
HILn_QI23396			HILIC-neg	0.953195412	5.3	476.3393
HILn_QI25152			HILIC-neg	0.515051069	5.31	283.098
HILn_QI12103			HILIC-neg	0.455607807	5.31	298.0395
HILn_QI7168			HILIC-neg	0.677175173	5.31	302.1475
HILn_QI15348			HILIC-neg	0.990730434	5.31	266.0689
HILn_QI32751			HILIC-neg	0.231347514	5.32	115.015
HILn_QI6858			HILIC-neg	2.725647043	5.32	225.0652
HILn_QI12739			HILIC-neg		5.32	254.0753
HILn_QI8141			HILIC-neg	0.193287703	5.32	275.125
HILn_QI33373			HILIC-neg	0.151086598	5.32	385.1736
HILn_QI3134			HILIC-neg	0.611319132	5.32	498.2574
HILn_QI3082			HILIC-neg	0.605193346	5.32	597.1838
HILn_QI20041			HILIC-neg	0.230734284	5.32	220.0829
HILn_QI12243			HILIC-neg	0.387010334	5.32	331.083
HILn_QI2459			HILIC-neg	0.191849313	5.32	349.0241
HILn_QI31937			HILIC-neg	1.14643975	5.32	392.7262
HILn_QI3520			HILIC-neg	1.31607424	5.32	81.0346
HILn_QI16149			HILIC-neg	2.848919765	5.32	204.0879
HILn_QI3516			HILIC-neg	0.519692376	5.32	311.1364
HILn_QI4342			HILIC-neg	0.580654631	5.32	402.2328
HILn_QI790			HILIC-neg	0.323995665	5.32	421.0985
HILn_QI6568			HILIC-neg	0.25622647	5.32	463.1252
HILn_QI12638			HILIC-neg	4.103745148	5.33	110.9932
HILn_QI350			HILIC-neg	0.1664571	5.33	167.0035
HILn_QI13204			HILIC-neg	2.105233006	5.33	204.0266
HILn_QI4387			HILIC-neg	0.367846747	5.33	210.0081
HILn_QI9867			HILIC-neg	0.370512112	5.33	273.0618
HILn_QI3305			HILIC-neg	0.310510222	5.33	391.2167
HILn_QI6016			HILIC-neg	0.622197352	5.33	391.7182
HILn_QI22879			HILIC-neg	0.417896738	5.33	435.1303
HILn_QI2098			HILIC-neg	0.176337675	5.33	399.0398
HILn_QI11349			HILIC-neg	0.335611104	5.34	136.0486
HILn_QI18062			HILIC-neg	0.334329935	5.34	166.0511
HILn_QI31918			HILIC-neg	1.826070713	5.34	194.0572
HILn_QI8481			HILIC-neg	0.193135623	5.34	327.0879
HILn_QI31589			HILIC-neg	0.280581555	5.34	167.0351
HILn_QI31839			HILIC-neg	0.915779683	5.34	194.0569
HILn_QI10689			HILIC-neg	1.318469136	5.34	234.0193
HILn_QI1637			HILIC-neg	0.157428033	5.34	385.0605
HILn_QI6542			HILIC-neg	0.428116546	5.34	461.25
HILn_QI25168			HILIC-neg		5.35	166.0373
HILn_QI8357			HILIC-neg	0.963442027	5.35	202.0442
HILn_QI14777			HILIC-neg	0.492649284	5.35	209.0458
HILn_QI1380			HILIC-neg	4.365202811	5.35	247.0937
HILn_QI16841			HILIC-neg	1.683220841	5.35	254.069
HILn_QI28293			HILIC-neg	0.317601904	5.35	296.0889
HILn_QI6652			HILIC-neg	0.493855111	5.35	122.0613
HILn_QI13914			HILIC-neg	0.441924078	5.35	222.0774
HILn_QI5876			HILIC-neg	1.464131575	5.35	225.0994
HILn_QI6082			HILIC-neg	0.502635775	5.35	229.9767
HILn_QI2993			HILIC-neg	2.400062318	5.35	231.0301
HILn_QI12025			HILIC-neg	1.887850622	5.35	234.0409
HILn_QI12309			HILIC-neg	1.963351433	5.35	239.0739
HILn_QI22683			HILIC-neg	0.486618419	5.35	361.1736
HILn_QI24629			HILIC-neg	1.456821187	5.35	364.0946
HILn_QI25588			HILIC-neg	0.763760756	5.35	133.0158
HILn_QI16345			HILIC-neg	1.363502928	5.35	182.0479
HILn_QI7727			HILIC-neg	0.193182286	5.35	357.0833
HILn_QI1342			HILIC-neg	0.363528391	5.35	485.2245
HILn_QI30514			HILIC-neg	0.878377512	5.36	150.0643
HILn_QI6510			HILIC-neg	1.415243945	5.36	204.9911
HILn_QI27968			HILIC-neg	0.73997212	5.36	208.0728
HILn_QI4336			HILIC-neg	0.679098491	5.36	255.0303
HILn_QI8578			HILIC-neg	0.084352189	5.36	363.1091
HILn_QI7061			HILIC-neg	3.675092788	5.36	78.9667
HILn_QI5310			HILIC-neg	0.540280349	5.36	375.2093
HILn_QI8188			HILIC-neg	0.504530224	5.37	390.7103
HILn_QI14609			HILIC-neg	0.254235318	5.37	198.0081
HILn_QI14052			HILIC-neg	0.188874188	5.37	292.1404
HILn_QI23185			HILIC-neg	0.849535605	5.37	466.2708
HILn_QI14253			HILIC-neg	0.145484392	5.38	231.0512
HILn_QI15561			HILIC-neg	0.68708419	5.38	331.0672
HILn_QI3057			HILIC-neg	0.552822608	5.38	352.152
HILn_QI9107			HILIC-neg	0.437648684	5.38	529.1577
HILn_QI24963			HILIC-neg	0.480169093	5.38	185.0094
HILn_QI13530			HILIC-neg	0.146190396	5.38	201.0407
HILn_QI9566			HILIC-neg	0.645874861	5.38	233.9275
HILn_QI9988			HILIC-neg	1.276469681	5.38	286.1026
HILn_QI4899			HILIC-neg	0.972208714	5.38	428.24
HILn_QI22323			HILIC-neg	1.140724157	5.39	194.0572
HILn_QI5112			HILIC-neg	0.992133301	5.39	122.0375
HILn_QI12605			HILIC-neg	2.890861904	5.39	219.9924
HILn_QI31776			HILIC-neg		5.39	295.167
HILn_QI14904			HILIC-neg	0.711235287	5.39	297.0522
HILn_QI6862			HILIC-neg	0.498373757	5.4	221.0128
HILn_QI19338			HILIC-neg	0.760141525	5.4	274.1047
HILn_QI3736			HILIC-neg	0.43044726	5.4	388.7186
HILn_QI6630			HILIC-neg	0.067090957	5.4	123.0453
HILn_QI8242			HILIC-neg	0.975377943	5.4	376.2166
HILn_QI13355			HILIC-neg	0.860388746	5.4	503.2676
HILn_QI10938			HILIC-neg	0.062563314	5.41	264.0514
HILn_QI30389			HILIC-neg	1.06711811	5.41	285.0416
HILn_QI14122			HILIC-neg	0.638787062	5.41	341.067
HILn_QI28305			HILIC-neg	0.640151046	5.41	126.9861
HILn_QI18072			HILIC-neg	1.611527603	5.41	132.0457
HILn_QI2597			HILIC-neg	0.526741799	5.41	292.1042
HILn_QI10891			HILIC-neg	0.665741344	5.41	366.7057
HILn_QI14805			HILIC-neg	0.665054178	5.41	399.1893
HILn_QI6356			HILIC-neg	0.435349271	5.42	387.2091
HILn_QI3268			HILIC-neg	1.216080286	5.42	242.0342
HILn_QI20895			HILIC-neg	0.650283102	5.42	286.1024
HILn_QI5814			HILIC-neg	1.368458117	5.42	203.0677
HILn_QI10276			HILIC-neg	2.044870131	5.42	330.056
HILn_QI31926			HILIC-neg	0.679023317	5.43	236.0201
HILn_QI8714			HILIC-neg	0.435439769	5.43	243.0511
HILn_QI10974			HILIC-neg	2.094474824	5.43	260.114
HILn_QI7926			HILIC-neg	0.11872547	5.43	303.1202
HILn_QI9257			HILIC-neg	0.138811021	5.43	165.9971
HILn_QI8679			HILIC-neg	0.502105927	5.43	203.0135
HILn_QI16233			HILIC-neg	0.174645683	5.43	213.0406
HILn_QI28797			HILIC-neg	0.708607524	5.43	339.0553
HILn_QI5282			HILIC-neg	0.29891494	5.43	352.1882
HILn_QI6445			HILIC-neg	0.787830409	5.43	352.6898
HILn_QI2291			HILIC-neg	0.947610424	5.44	185.0571
HILn_QI4266			HILIC-neg	0.173084844	5.44	351.1804
HILn_QI6262			HILIC-neg	0.5985109	5.44	351.6819
HILn_QI8077			HILIC-neg	0.667373757	5.44	361.1934
HILn_QI18477			HILIC-neg	0.617940217	5.44	500.7421
HILn_QI15109			HILIC-neg	2.066113838	5.44	152.0336
HILn_QI16251			HILIC-neg	0.211705651	5.44	326.125
HILn_QI1082			HILIC-neg	0.216894894	5.44	375.0664
HILn_QI19634			HILIC-neg	0.16919454	5.45	109.0295
HILn_QI9990			HILIC-neg	1.510758759	5.45	215.0717
HILn_QI605			HILIC-neg	1.196921591	5.45	231.9922
HILn_QI2325			HILIC-neg	0.45315249	5.45	307.0287
HILn_QI9815			HILIC-neg	0.446025847	5.45	379.2117
HILn_QI3778			HILIC-neg	0.343179855	5.45	427.0712
HILn_QI8130			HILIC-neg	0.263976549	5.45	220.0253
HILn_QI24094			HILIC-neg	0.596780273	5.45	262.112
HILn_QI14166			HILIC-neg	1.646312511	5.45	379.7134
HILn_QI27513			HILIC-neg	0.583670418	5.45	408.9118
HILn_QI22285			HILIC-neg	0.761675129	5.46	208.0728
HILn_QI7828			HILIC-neg	0.521606894	5.46	237.0077
HILn_QI7505			HILIC-neg	0.198914725	5.46	278.1248
HILn_QI6039			HILIC-neg	1.0144558	5.46	346.17
HILn_QI3245			HILIC-neg	0.258325399	5.46	360.6872
HILn_QI8422			HILIC-neg	0.24406395	5.46	177.0561
HILn_QI8001			HILIC-neg	0.097289804	5.46	191.0022
HILn_QI9422			HILIC-neg	0.660991294	5.46	218.1035
HILn_QI33063			HILIC-neg	1.353182971	5.46	271.0185
HILn_QI20216			HILIC-neg	2.516820015	5.46	286.1032
HILn_QI3019			HILIC-neg	0.136262245	5.46	360.1857
HILn_QI24493			HILIC-neg	0.469201696	5.46	220.0953
HILn_QI9335			HILIC-neg	0.869953494	5.46	221.0457
HILn_QI26529			HILIC-neg	0.443856607	5.46	235.0726
HILn_QI1229			HILIC-neg	0.175896128	5.46	441.1985
HILn_QI33265			HILIC-neg	0.335619673	5.47	192.9578
HILn_QI409			HILIC-neg	0.596233092	5.47	260.9647
HILn_QI3036			HILIC-neg	0.322799645	5.47	373.1935
HILn_QI30029			HILIC-neg	0.490272545	5.47	519.1512
HILn_QI14775			HILIC-neg	0.444876783	5.47	153.0672
HILn_QI19061			HILIC-neg	2.308861593	5.47	319.1152
HILn_QI7248			HILIC-neg	0.306772963	5.47	365.6976
HILn_QI17387			HILIC-neg	0.102167183	5.47	414.164
HILn_QI26310			HILIC-neg	0.340067175	5.48	176.9839
HILn_QI4743			HILIC-neg	0.511136906	5.48	337.1646
HILn_QI6421			HILIC-neg	0.36100034	5.48	297.1209
HILn_QI5997			HILIC-neg	1.187316056	5.48	317.1036
HILn_QI4372			HILIC-neg	0.787919435	5.48	373.6951
HILn_QI4187			HILIC-neg	0.059764578	5.49	294.0444
HILn_QI5479			HILIC-neg	0.790973453	5.49	338.1725
HILn_QI18893			HILIC-neg	1.047545827	5.49	346.6715
HILn_QI10088			HILIC-neg	0.379116523	5.49	413.0557
HILn_QI33343			HILIC-neg	1.071945525	5.49	192.07
HILn_QI7470			HILIC-neg	0.767096331	5.49	231.0989
